WeatherPy_Database,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Worland,US,44.0169,-107.9554,36.75,65,0,3.44,clear sky
343,Ketchikan,US,55.3422,-131.6461,43.27,87,100,8.05,mist
344,Burnie,AU,-41.0667,145.9167,41.94,86,100,13.35,overcast clouds
345,Rawdon,CA,46.0501,-73.7159,26.73,64,99,13.56,light snow
346,Nabire,ID,-3.3667,135.4833,74.62,81,99,2.73,overcast clouds
347,Aykhal,RU,66.0,111.5,-21.51,100,67,5.68,broken clouds
348,Petrykiv,UA,49.5332,25.5809,31.98,99,100,3.33,overcast clouds
349,Tigil,RU,57.8,158.6667,6.93,96,80,5.95,broken clouds
350,Larreynaga,NI,12.6769,-86.5719,80.87,80,99,4.72,overcast clouds
351,Jaipur,IN,26.9167,75.8167,60.12,63,0,0.0,haze
352,Baruun-Urt,MN,46.6806,113.2792,9.72,74,0,7.49,clear sky
353,Victoria,HK,22.2855,114.1577,76.17,79,24,5.99,few clouds
354,Hangu,CN,39.2489,117.7892,46.44,71,100,8.03,overcast clouds
355,Neftcala,AZ,39.3742,49.2472,61.21,72,38,7.99,scattered clouds
356,Cuamba,MZ,-14.8031,36.5372,86.85,34,100,8.01,overcast clouds
357,Hirado,JP,33.3597,129.5531,58.39,67,0,15.12,clear sky
358,Nadym,RU,65.5333,72.5167,-1.48,93,100,15.93,overcast clouds
359,Udachnyy,RU,66.4167,112.4,-26.54,99,68,3.27,broken clouds
360,Guantanamo,CU,20.1444,-75.2092,89.17,44,0,9.55,clear sky
361,Estelle,US,29.8458,-90.1067,53.6,52,75,14.97,broken clouds
362,Haldia,IN,22.0605,88.1097,71.11,48,98,7.34,overcast clouds
363,Saint-Pierre,RE,-21.3393,55.4781,74.88,73,100,0.0,overcast clouds
364,Swinoujscie,PL,53.9105,14.2471,32.18,74,100,7.49,overcast clouds
365,Bubaque,GW,11.2833,-15.8333,81.9,39,18,5.59,few clouds
366,Jizan,SA,17.3333,42.6667,85.14,69,48,1.99,scattered clouds
367,Port-Cartier,CA,50.0334,-66.8654,27.75,89,100,12.17,light snow
368,Santa Rita,BR,-7.1139,-34.9781,84.87,61,40,16.11,scattered clouds
369,Am Timan,TD,11.0297,20.2827,80.78,20,5,3.85,clear sky
370,Clyde River,CA,70.4692,-68.5914,-10.97,84,0,8.05,clear sky
371,Limon,CR,10.0,-83.0333,82.06,83,100,10.36,overcast clouds
372,Omboue,GA,-1.5746,9.2618,75.85,90,100,5.73,light rain
373,Xining,CN,36.6167,101.7667,27.45,46,81,0.56,broken clouds
374,Perth,AU,-31.9333,115.8333,59.34,67,0,26.46,clear sky
375,Vale,GE,41.6156,42.8722,49.08,70,100,3.47,overcast clouds
376,Tomatlan,MX,19.9333,-105.25,89.1,44,98,3.22,overcast clouds
377,Kishanpur,IN,25.65,81.0167,64.4,54,0,3.42,clear sky
378,Nosy Varika,MG,-20.5833,48.5333,74.34,90,7,10.13,clear sky
379,Taoudenni,ML,22.6783,-3.9836,77.11,10,0,12.19,clear sky
380,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,71.49,91,100,8.86,overcast clouds
381,Cartagena,CO,10.3997,-75.5144,89.22,74,40,11.5,scattered clouds
382,Luderitz,NA,-26.6481,15.1594,64.53,72,91,15.5,overcast clouds
383,Logan Lake,CA,50.4998,-120.8025,16.21,83,28,2.93,scattered clouds
384,Galle,LK,6.0367,80.217,75.38,76,0,10.0,clear sky
385,Belen,TR,36.4891,36.2233,51.94,88,75,3.44,broken clouds
386,Houma,US,29.5958,-90.7195,53.6,61,0,16.11,clear sky
387,Sciacca,IT,37.5082,13.0881,55.04,78,13,17.11,few clouds
388,Bartica,GY,6.4,-58.6167,80.92,91,96,4.16,light rain
389,Provideniya,RU,64.3833,-173.3,20.95,92,100,11.32,overcast clouds
390,Touros,BR,-5.1989,-35.4608,81.68,69,96,16.44,overcast clouds
391,Point Pedro,LK,9.8167,80.2333,78.42,63,95,10.33,overcast clouds
392,Mareeba,AU,-17.0,145.4333,75.43,92,97,0.89,overcast clouds
393,Ardakan,IR,32.31,54.0175,57.38,35,0,8.5,clear sky
394,Hami,CN,42.8,93.45,34.88,46,97,2.89,overcast clouds
395,Katsuura,JP,35.1333,140.3,60.71,83,100,3.49,moderate rain
396,Anage,BR,-14.6122,-41.1356,79.61,66,91,4.12,overcast clouds
397,Torbay,CA,47.6666,-52.7314,39.58,85,100,18.41,overcast clouds
398,Pisco,PE,-13.7,-76.2167,67.01,77,33,11.5,haze
399,Aklavik,CA,68.2191,-135.0107,24.8,93,100,12.66,overcast clouds
400,Salalah,OM,17.0151,54.0924,78.89,65,20,3.44,few clouds
401,Taunggyi,MM,20.7833,97.0333,58.12,93,3,0.89,clear sky
402,Bellingham,US,48.7595,-122.4882,46.29,73,75,3.0,broken clouds
403,Egvekinot,RU,66.3167,-179.1667,-16.56,88,24,13.04,few clouds
404,Sept-Iles,CA,50.2001,-66.3821,28.06,80,75,11.5,broken clouds
405,Alghero,IT,40.5589,8.3181,57.29,62,40,6.91,scattered clouds
406,Husavik,IS,66.0449,-17.3389,43.56,78,100,16.8,overcast clouds
407,Port Hedland,AU,-20.3167,118.5667,80.28,41,100,11.61,overcast clouds
408,Mekhe,SN,15.1097,-16.6218,77.61,46,95,13.06,overcast clouds
409,Lorengau,PG,-2.0226,147.2712,81.32,72,94,9.15,overcast clouds
410,Taltal,CL,-25.4,-70.4833,65.68,72,24,4.92,few clouds
411,Polis,CY,35.0367,32.4264,62.42,73,100,3.15,overcast clouds
412,Naze,JP,28.3667,129.4833,70.72,83,14,3.27,few clouds
413,Ponta Delgada,PT,37.7333,-25.6667,67.5,82,75,12.66,broken clouds
414,Fremont,US,37.5483,-121.9886,63.68,52,0,5.75,clear sky
415,Severnoye,RU,56.3491,78.3619,5.32,95,100,5.37,overcast clouds
416,Tautira,PF,-17.7333,-149.15,76.57,73,36,13.53,scattered clouds
417,Marzuq,YE,14.4,46.4667,67.77,47,87,1.45,overcast clouds
418,Ola,RU,59.5833,151.2833,10.94,81,100,8.12,overcast clouds
419,Sechura,PE,-5.5569,-80.8222,76.57,55,19,15.46,few clouds
420,Havoysund,NO,70.9963,24.6622,35.83,65,0,2.77,clear sky
421,Norwich,GB,52.6278,1.2983,46.02,89,0,6.91,clear sky
422,Nhulunbuy,AU,-12.2333,136.7667,81.21,83,100,0.0,overcast clouds
423,Yar-Sale,RU,66.8333,70.8333,3.47,96,100,15.23,light snow
424,Along,IN,28.1667,94.7667,52.68,68,0,2.01,clear sky
425,Nalut,LY,30.3333,10.85,52.81,39,7,7.49,clear sky
426,Buckeye,US,33.3703,-112.5838,70.41,21,0,13.8,clear sky
427,Mandalgovi,MN,45.7625,106.2708,19.67,50,0,5.95,clear sky
428,Paamiut,GL,61.994,-49.6678,26.38,85,100,18.34,overcast clouds
429,Toba,JP,34.4833,136.85,55.4,84,100,14.5,light rain
430,Mayo,US,38.8876,-76.5119,39.24,34,0,17.0,clear sky
431,Matagami,CA,49.7502,-77.6328,6.91,78,100,13.8,overcast clouds
432,Nyurba,RU,63.2842,118.3319,-19.73,100,97,3.44,overcast clouds
433,Ranong,TH,9.9658,98.6348,76.37,90,98,1.23,overcast clouds
434,Male,MV,4.1748,73.5089,82.35,83,75,17.27,broken clouds
435,Russellville,US,35.2784,-93.1338,46.18,42,0,3.44,clear sky
436,Valdivia,CL,-39.8142,-73.2459,66.29,20,0,7.07,clear sky
437,Aksu,CN,41.1231,80.2644,35.35,39,9,1.03,clear sky
438,Evensk,RU,61.95,159.2333,-7.67,77,8,7.52,clear sky
439,Puerto Colombia,CO,10.9878,-74.9547,87.89,73,71,9.37,light rain
440,Inhambane,MZ,-23.865,35.3833,73.38,73,20,10.36,few clouds
441,Kargasok,RU,59.0556,80.8572,-13.63,97,75,8.28,broken clouds
442,Shache,CN,38.4167,77.2406,40.03,23,15,2.64,few clouds
443,Hanzhong,CN,33.0728,107.0303,53.42,71,100,6.69,overcast clouds
444,Barra Da Estiva,BR,-13.6261,-41.3269,71.76,73,94,6.06,overcast clouds
445,Arlit,NE,18.7369,7.3853,80.17,10,99,7.99,overcast clouds
446,Ambilobe,MG,-13.2,49.05,77.09,79,75,0.16,broken clouds
447,Bonthe,SL,7.5264,-12.505,79.92,73,96,7.92,overcast clouds
448,Moree,AU,-29.4667,149.85,61.14,44,52,2.86,broken clouds
449,Alyangula,AU,-13.8483,136.4192,84.52,69,100,6.87,overcast clouds
450,Serra Talhada,BR,-7.9919,-38.2983,94.42,21,64,10.36,broken clouds
451,Matara,LK,5.9485,80.5353,73.26,85,1,7.4,clear sky
452,Itarema,BR,-2.9248,-39.9167,83.23,67,58,18.25,broken clouds
453,Fernie,CA,49.5,-115.0687,24.89,82,100,3.65,overcast clouds
454,Ejea De Los Caballeros,ES,42.1263,-1.1372,53.82,73,100,8.52,overcast clouds
455,Avera,US,33.194,-82.5271,47.55,31,100,7.05,overcast clouds
456,Carutapera,BR,-1.195,-46.02,85.3,62,100,9.08,overcast clouds
457,Bati,ET,11.1833,40.0167,64.4,35,75,4.81,broken clouds
458,Makamba,BI,-4.1348,29.804,62.29,89,59,1.86,light rain
459,Moctezuma,MX,29.8,-109.6667,64.2,34,0,7.23,clear sky
460,Markala,ML,13.7021,-6.0659,83.71,20,36,6.02,scattered clouds
461,Kedrovyy,RU,56.1667,91.8167,3.87,73,100,12.28,overcast clouds
462,Chegdomyn,RU,51.1167,133.0167,20.07,94,100,6.33,light snow
463,Mimongo,GA,-1.6195,11.6068,70.29,96,100,1.66,moderate rain
464,Conde,BR,-7.2597,-34.9075,83.66,61,40,16.11,scattered clouds
465,Los Llanos De Aridane,ES,28.6585,-17.9182,67.12,76,40,14.97,scattered clouds
466,Giyani,ZA,-23.3025,30.7187,71.53,58,23,8.61,few clouds
467,Lukoyanov,RU,55.0277,44.4786,19.54,98,100,3.44,overcast clouds
468,Joutseno,FI,61.118,28.5076,27.77,85,99,9.95,light snow
469,Morgantown,US,39.6295,-79.9559,33.35,44,0,8.05,clear sky
470,Jacmel,HT,18.2342,-72.5347,89.44,62,3,6.58,clear sky
471,Roald,NO,62.5833,6.1333,36.75,60,0,12.66,clear sky
472,Sao Domingos,BR,-13.3983,-46.3183,81.05,54,100,4.74,overcast clouds
473,Olafsvik,IS,64.8945,-23.7142,43.32,77,88,14.7,overcast clouds
474,Allende,MX,25.2833,-100.0167,45.95,90,100,1.86,overcast clouds
475,Jeremie,HT,18.65,-74.1167,83.01,68,78,5.21,broken clouds
476,Sur,OM,22.5667,59.5289,76.46,64,0,4.16,clear sky
477,Port Elizabeth,ZA,-33.918,25.5701,62.1,88,0,4.61,clear sky
478,Mecca,SA,21.4267,39.8261,79.56,54,0,3.53,clear sky
479,Flin Flon,CA,54.7682,-101.865,19.24,79,100,10.36,light snow
480,Alice Springs,AU,-23.7,133.8833,63.95,55,99,4.61,overcast clouds
481,Loikaw,MM,19.6742,97.2094,64.33,93,11,3.09,few clouds
482,Sandnessjoen,NO,66.0217,12.6316,39.42,32,0,11.5,clear sky
483,Timizart,DZ,36.8,4.2667,52.99,74,76,6.96,broken clouds
484,Quatre Cocos,MU,-20.2078,57.7625,75.31,73,0,6.15,clear sky
485,Valparaiso,CL,-33.0393,-71.6273,79.03,49,0,24.16,clear sky
486,Uglegorsk,RU,49.0833,142.0333,38.82,82,100,11.32,overcast clouds
487,Valley,US,45.1277,-116.1262,21.61,70,72,6.76,broken clouds
488,Bintulu,MY,3.1667,113.0333,75.61,100,40,5.01,thunderstorm with rain
489,Valley City,US,46.9233,-98.0032,21.72,68,0,11.5,clear sky
490,Agadez,NE,19.75,10.25,72.79,15,100,7.87,overcast clouds
491,Northam,GB,51.0333,-4.2167,52.61,73,55,12.26,broken clouds
492,Huarmey,PE,-10.0681,-78.1522,69.93,73,86,9.19,overcast clouds
493,Shingu,JP,33.7333,135.9833,62.42,94,100,12.66,overcast clouds
494,Norman Wells,CA,65.282,-126.8329,24.84,86,20,18.41,few clouds
495,Dobryanka,RU,58.4619,56.4165,8.49,95,11,2.48,few clouds
496,Midland,US,31.9974,-102.0779,43.05,50,100,10.36,overcast clouds
497,Popondetta,PG,-8.7537,148.2534,73.42,93,100,2.37,overcast clouds
498,Albanel,CA,48.8832,-72.4487,26.74,63,100,9.22,overcast clouds
499,Tonekabon,IR,36.8163,50.8738,55.35,55,0,1.99,clear sky
500,Najran,SA,17.4924,44.1277,68.65,47,7,4.0,clear sky
501,Lagoa,PT,39.05,-27.9833,64.58,93,100,23.33,light rain
502,Bosaso,SO,11.2842,49.1816,78.31,70,95,4.32,overcast clouds
503,Santiago De Las Vegas,CU,22.97,-82.3869,85.71,58,40,4.61,scattered clouds
504,Tororo,UG,0.693,34.1809,66.0,88,90,2.17,light rain
505,Zhoucun,CN,36.8167,117.8167,56.44,73,100,0.49,overcast clouds
506,Kismayo,SO,-0.3582,42.5454,79.14,83,63,9.24,broken clouds
507,Hobyo,SO,5.3505,48.5268,81.28,75,59,13.04,broken clouds
508,Pozo Colorado,PY,-23.4923,-58.7972,102.7,17,100,13.38,overcast clouds
509,Cam Ranh,VN,11.9214,109.1591,75.16,94,40,5.75,scattered clouds
510,Xiangfan,CN,32.0422,112.1448,61.77,63,100,0.89,overcast clouds
511,General Roca,AR,-39.0333,-67.5833,70.05,25,0,4.0,clear sky
512,Zeya,RU,53.75,127.2667,14.85,95,100,3.67,overcast clouds
513,Mon,IN,26.75,95.1,57.4,60,2,3.85,clear sky
514,Bardiyah,LY,31.7561,25.0865,70.2,49,100,8.48,overcast clouds
515,Russell,US,32.3502,-85.1999,45.97,36,0,6.91,clear sky
516,Gujan-Mestras,FR,44.6333,-1.0667,51.98,82,100,2.3,overcast clouds
517,Neufchateau,FR,48.35,5.7,43.34,96,100,14.83,overcast clouds
518,Waupun,US,43.6333,-88.7296,27.0,74,77,13.58,broken clouds
519,San Vicente,AR,-26.6167,-54.1333,89.46,33,100,5.3,overcast clouds
520,Zapolyarnyy,RU,69.4154,30.8136,7.88,88,5,3.47,clear sky
521,Lubao,PH,14.9167,120.55,80.31,87,100,5.01,overcast clouds
522,Brae,GB,60.3964,-1.353,44.92,66,100,25.34,overcast clouds
523,Ca Mau,VN,9.1769,105.15,73.29,96,100,6.22,light rain
524,Kjustendil,BG,42.2839,22.6911,53.4,91,100,6.69,overcast clouds
525,Cochrane,CA,51.1834,-114.4687,36.64,35,0,13.8,clear sky
526,Parczew,PL,51.6402,22.9006,27.21,93,12,6.82,few clouds
527,Korla,CN,41.7597,86.1469,36.01,38,14,3.44,few clouds
528,Elko,US,41.0002,-115.5012,20.64,62,12,1.99,few clouds
529,Forestville,US,38.8451,-76.875,39.29,29,0,19.57,clear sky
530,Altay,CN,47.8667,88.1167,27.73,97,100,3.67,snow
531,Broken Hill,AU,-31.95,141.4333,53.8,58,42,16.87,scattered clouds
532,Cloquet,US,46.7216,-92.4594,26.4,66,0,6.91,clear sky
533,Khani,GE,41.9563,42.9566,45.97,63,100,6.17,overcast clouds
534,Marsa Matruh,EG,31.3525,27.2453,66.4,82,0,3.44,clear sky
535,Saint Stephen,GB,50.3333,-4.9,52.07,76,40,13.8,scattered clouds
536,Mengyin,CN,35.7069,117.9264,54.18,87,100,0.92,overcast clouds
537,Azul,AR,-36.777,-59.8585,63.82,82,100,17.72,moderate rain
538,Mamou,GN,10.5,-12.0,71.11,62,100,2.91,overcast clouds
539,Dafeng,CN,23.4517,108.5881,72.27,74,100,2.33,overcast clouds
540,Goulburn,AU,-34.75,149.7167,45.63,91,100,17.72,overcast clouds
541,Te Anau,NZ,-45.4167,167.7167,52.07,93,100,1.3,overcast clouds
542,San Rafael Del Sur,NI,11.8485,-86.4384,83.5,63,77,14.72,broken clouds
543,Flinders,AU,-34.5833,150.8552,66.06,49,99,8.99,overcast clouds
544,Tura,IN,25.5198,90.2201,60.24,73,100,3.22,overcast clouds
545,Marrakesh,MA,31.6315,-8.0083,68.07,34,0,4.61,clear sky
546,Buala,SB,-8.145,159.5921,79.97,77,92,8.08,overcast clouds
547,Cockburn Town,TC,21.4612,-71.1419,85.96,58,40,13.8,scattered clouds
548,Lipin Bor,RU,60.2622,37.9763,16.92,89,7,3.83,clear sky
549,Oktyabrskiy,RU,54.4815,53.471,9.0,100,88,1.07,overcast clouds
550,Davila,PH,18.4726,120.5763,78.78,78,98,8.23,overcast clouds
551,Ayan,RU,56.45,138.1667,27.54,93,100,13.49,light snow
552,Sheridan,US,44.8333,-106.9173,41.45,42,0,0.0,clear sky
553,Mokhsogollokh,RU,61.4681,128.9203,-26.14,100,79,3.44,broken clouds
554,Maragogi,BR,-9.0122,-35.2225,80.87,64,87,8.99,overcast clouds
555,Loa Janan,ID,-0.583,117.095,75.11,98,100,1.63,overcast clouds
556,Portel,BR,-1.9356,-50.8211,88.23,49,100,3.74,overcast clouds
557,Robertsport,LR,6.7533,-11.3686,79.95,76,97,10.42,overcast clouds
558,Shinyanga,TZ,-3.6667,33.4333,71.83,71,100,4.32,overcast clouds
559,Charters Towers,AU,-20.1,146.2667,77.86,79,93,5.01,overcast clouds
560,Nizhnevartovsk,RU,60.9344,76.5531,-17.99,83,0,4.47,clear sky
561,Muravlenko,RU,63.7898,74.523,-13.67,94,100,9.8,overcast clouds
562,Barcelos,PT,41.5388,-8.6151,62.74,96,100,5.91,light rain
563,Betong,TH,5.7743,101.0723,70.88,99,100,0.72,overcast clouds
564,Whitianga,NZ,-36.8333,175.7,62.56,84,100,9.15,moderate rain
565,San Policarpo,PH,12.1791,125.5072,80.33,85,96,9.75,overcast clouds
566,Batagay-Alyta,RU,67.8006,130.4114,-19.34,96,94,4.41,overcast clouds
567,Omurtag,BG,43.1,26.4167,62.51,80,100,6.33,overcast clouds
568,Urumqi,CN,43.801,87.6005,25.75,100,100,4.47,mist
569,Fort Dodge,US,42.4975,-94.168,39.54,48,0,14.97,clear sky
570,Hervey Bay,AU,-25.2986,152.8535,73.0,89,13,9.8,few clouds
571,Winslow,US,35.0242,-110.6974,39.38,26,0,0.0,clear sky
572,Inta,RU,66.0317,60.1659,31.57,98,100,15.35,snow
573,Sompeta,IN,18.9333,84.6,73.54,55,15,6.24,few clouds
574,Upata,VE,8.0086,-62.3989,78.42,80,100,5.14,overcast clouds
575,Tenkodogo,BF,11.78,-0.3697,83.91,17,9,7.16,clear sky
576,Acapulco,MX,16.8634,-99.8901,85.82,70,75,11.5,broken clouds
577,Acobamba,PE,-11.3525,-75.6594,68.61,49,100,10.85,overcast clouds
578,Kishapu,TZ,-3.6167,33.8667,71.26,69,96,5.73,overcast clouds
579,Puerto Narino,CO,-3.7703,-70.3831,90.37,56,85,3.6,light rain
580,Merauke,ID,-8.4667,140.3333,78.71,88,100,4.27,overcast clouds
581,Itanagar,IN,27.1,93.6167,57.07,51,6,4.52,clear sky
582,Jijiga,ET,9.35,42.8,62.78,66,0,8.72,clear sky
583,Meulaboh,ID,4.1363,96.1285,75.43,89,97,2.64,overcast clouds
584,Nouadhibou,MR,20.931,-17.0347,69.78,73,0,17.27,sand
585,Santa Clara,CU,22.4,-79.9667,85.66,66,75,6.91,broken clouds
586,Lodja,CD,-3.4833,23.4333,73.81,80,97,1.99,light rain
587,La Macarena,CO,2.1837,-73.7849,85.23,64,100,3.8,overcast clouds
588,Bizhbulyak,RU,53.6967,54.2642,10.06,99,83,2.73,broken clouds
589,Witu,KE,-2.3889,40.4382,76.78,91,100,5.77,light rain
590,General Pico,AR,-35.6566,-63.7568,77.97,35,9,14.88,clear sky
591,Coihaique,CL,-45.5752,-72.0662,58.95,36,20,5.75,few clouds
592,Boyolangu,ID,-8.1181,111.8935,75.85,88,97,2.37,overcast clouds
593,Vilhena,BR,-12.7406,-60.1458,88.02,55,75,9.22,broken clouds
594,Triunfo,BR,-29.9433,-51.7181,90.88,30,100,7.83,overcast clouds
595,Novyy Starodub,UA,48.5158,33.1733,36.59,99,100,7.58,overcast clouds
596,Rovaniemi,FI,66.5,25.7167,9.81,92,20,8.05,few clouds
597,Sakaiminato,JP,35.55,133.2333,51.78,93,75,2.3,broken clouds
598,Muromtsevo,RU,56.3724,75.2418,7.38,98,100,5.03,overcast clouds
599,Gushikawa,JP,26.3544,127.8686,74.43,78,40,8.05,scattered clouds
600,La Asuncion,VE,11.0333,-63.8628,94.73,52,6,14.97,clear sky
601,Edd,ER,13.9297,41.6925,81.01,75,39,12.24,scattered clouds
602,Borsad,IN,22.4167,72.9,68.85,38,1,7.0,clear sky
603,Veraval,IN,20.9,70.3667,74.93,44,0,6.13,clear sky
604,Zhoucheng,CN,35.9122,116.3117,54.5,74,100,3.67,overcast clouds
605,Maniitsoq,GL,65.4167,-52.9,24.31,76,100,10.74,overcast clouds
606,Yarim,YE,14.298,44.3779,52.27,50,56,7.83,broken clouds
607,Trofors,NO,65.5333,13.4063,17.47,57,3,4.76,clear sky
608,Acajutla,SV,13.5928,-89.8275,86.58,56,100,4.41,overcast clouds
609,Svetlogorsk,BY,52.6333,29.7333,25.48,96,100,10.96,snow
610,Aranos,NA,-24.1333,19.1167,83.34,15,99,10.74,overcast clouds
611,Vila Velha,BR,-20.3297,-40.2925,78.75,82,0,8.05,clear sky
612,Maceio,BR,-9.6658,-35.7353,85.44,61,20,14.97,few clouds
613,Kabirwala,PK,30.4068,71.8667,62.46,32,3,2.95,clear sky
614,Gat,IL,31.61,34.7642,71.4,35,5,16.98,clear sky
615,Guacui,BR,-20.7756,-41.6794,74.71,71,44,5.35,light rain
616,Celestun,MX,20.8667,-90.4,80.85,73,48,11.61,light rain
617,Tambacounda,SN,13.7539,-13.7586,91.45,27,100,4.61,overcast clouds
618,Sobolevo,RU,54.4299,31.8996,19.69,92,100,7.72,light snow
619,Kutum,SD,14.2,24.6667,67.84,16,0,7.9,clear sky
620,Vysokaya Gora,RU,55.9128,49.3017,21.38,93,100,4.56,overcast clouds
621,Luena,AO,-11.7833,19.9167,65.77,78,11,3.62,few clouds
622,Diamantino,BR,-14.4086,-56.4461,88.12,47,62,6.8,broken clouds
623,Lavrentiya,RU,65.5833,-171.0,17.73,90,100,13.71,overcast clouds
624,Kadoma,JP,34.7333,135.5833,58.98,93,75,2.3,moderate rain
625,Kashan,IR,33.9831,51.4364,57.38,36,0,1.43,clear sky
626,Corowa,AU,-36.0333,146.3833,47.28,77,96,13.78,overcast clouds
627,Virginia Beach,US,36.8529,-75.978,46.06,36,75,10.36,broken clouds
628,Kungurtug,RU,50.5994,97.5228,12.74,85,100,1.9,overcast clouds
629,Tambopata,PE,-12.7333,-69.1833,93.09,59,40,6.91,scattered clouds
630,Honiara,SB,-9.4333,159.95,79.5,85,86,4.94,overcast clouds
631,Campoverde,PE,-8.4753,-74.8058,91.09,28,40,2.44,scattered clouds
632,Loreto,MX,22.2667,-101.9667,66.15,45,100,11.74,overcast clouds
633,At-Bashi,KG,41.1702,75.8106,20.43,75,83,3.18,broken clouds
634,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,73,20,27.63,few clouds
635,San Teodoro,PH,13.4375,121.0193,77.14,88,100,9.13,overcast clouds
636,Dumas,US,35.8656,-101.9732,48.34,21,0,19.57,clear sky
637,Talcahuano,CL,-36.7167,-73.1167,67.68,45,0,23.02,clear sky
638,Aquiraz,BR,-3.9014,-38.3911,86.09,65,3,14.45,clear sky
639,Zhezkazgan,KZ,47.8043,67.7144,31.28,89,100,4.79,overcast clouds
640,Dandong,CN,40.1292,124.3947,48.16,83,100,3.09,overcast clouds
641,Manavalakurichi,IN,8.1333,77.3,76.55,81,100,4.29,overcast clouds
642,Wanning,CN,18.8003,110.3967,75.56,92,100,9.17,light rain
643,Yichun,CN,47.7,128.9,15.73,60,100,5.93,overcast clouds
644,Trincomalee,LK,8.5711,81.2335,75.87,80,4,10.42,clear sky
645,Wiwili,NI,13.6268,-85.8254,76.44,81,99,4.07,overcast clouds
646,Orsk,RU,51.2049,58.5668,11.3,85,75,6.71,broken clouds
647,Sungairaya,ID,0.7,108.9,77.38,89,98,2.44,overcast clouds
648,Isla Vista,US,34.4133,-119.861,74.79,22,0,3.44,clear sky
649,Harindanga,IN,22.0383,88.3214,71.69,47,97,7.11,overcast clouds
650,Lagos,NG,6.5833,3.75,84.52,82,35,7.85,scattered clouds
651,Vostok,RU,46.4856,135.8833,16.2,98,75,3.94,broken clouds
652,Xam Nua,LA,20.4197,104.0439,62.44,98,73,2.17,broken clouds
653,Rawah,IQ,34.4816,41.9093,61.99,55,0,7.85,clear sky
654,Slonim,BY,53.0867,25.3219,27.28,94,100,9.46,overcast clouds
655,Gemena,CD,3.25,19.7667,74.41,68,66,2.33,broken clouds
656,Iralaya,HN,15.0,-83.2333,82.58,72,100,9.86,light rain
657,Safaga,EG,26.7292,33.9365,75.49,50,0,7.85,clear sky
658,Groningen,NL,53.25,6.75,34.16,79,100,6.91,overcast clouds
659,Malmesbury,ZA,-33.4608,18.7271,62.78,79,3,8.86,clear sky
660,Falmouth,GB,50.1544,-5.0711,52.7,76,20,8.05,few clouds
661,Qingquan,CN,30.4511,115.2559,58.33,76,0,3.04,clear sky
662,Birin,NP,26.8865,88.0718,50.83,75,2,4.79,clear sky
663,Yumen,CN,40.2833,97.2,32.99,31,100,1.83,overcast clouds
664,Ballina,AU,-28.8667,153.5667,67.91,53,98,5.28,overcast clouds
665,Kununurra,AU,-15.7667,128.7333,80.58,89,100,0.0,overcast clouds
666,Alizai,PK,33.5383,70.3462,54.68,41,5,3.85,clear sky
667,Mackay,AU,-21.15,149.2,76.68,89,17,10.29,few clouds
668,Seoul,KR,37.5683,126.9778,47.64,91,20,1.14,mist
669,Kokkola,FI,63.8385,23.1307,22.93,88,0,3.44,clear sky
670,Sarankhola,BD,22.3082,89.7897,69.4,58,100,5.21,overcast clouds
671,Alamosa,US,37.4695,-105.87,28.38,46,0,0.0,clear sky
672,Gamba,GA,-2.65,10.0,75.45,89,100,3.62,overcast clouds
673,Cagliari,IT,39.245,9.0912,58.95,75,40,12.66,scattered clouds
674,Tabou,CI,4.423,-7.3528,77.47,85,100,5.1,overcast clouds
675,Novopetrovskoye,RU,55.9928,36.4719,20.77,97,100,2.39,overcast clouds
676,Ilyich,KZ,40.8464,68.5067,49.17,72,7,4.34,clear sky
677,Richards Bay,ZA,-28.783,32.0377,64.85,72,2,3.6,clear sky
678,Dunedin,NZ,-45.8742,170.5036,55.8,92,11,2.75,few clouds
679,Elizabeth City,US,36.2946,-76.2511,47.01,33,0,8.05,clear sky
680,Gobabis,NA,-22.45,18.9667,83.08,24,89,7.34,overcast clouds
681,Tiznit,MA,29.5833,-9.5,64.87,45,0,0.36,clear sky
682,Marsh Harbour,BS,26.5412,-77.0636,77.63,77,97,17.83,overcast clouds
683,Turukhansk,RU,65.8167,87.9833,-8.95,92,100,5.57,overcast clouds
684,Madras,IN,13.0878,80.2785,76.98,78,75,3.44,light intensity drizzle
685,Ribeira Brava,PT,32.65,-17.0667,66.83,61,23,4.23,few clouds
686,Gouyave,GD,12.1646,-61.7296,84.97,74,20,18.41,few clouds
687,Lingyuan,CN,41.24,119.4011,34.11,79,21,2.93,few clouds
688,Chateaubelair,VC,13.2833,-61.25,77.52,83,40,9.22,scattered clouds
689,Marawi,PH,7.9986,124.2928,69.28,89,100,1.63,overcast clouds
690,Basoko,CD,1.2391,23.616,74.7,81,68,3.31,broken clouds
691,San Carlos De Bariloche,AR,-41.1456,-71.3082,62.35,12,0,4.61,clear sky
692,Gwembe,ZM,-16.4975,27.6069,77.04,30,0,1.74,clear sky
693,Seddon,AU,-37.8068,144.8916,50.76,67,20,20.71,few clouds
694,Pingliang,CN,35.5392,106.6861,38.71,45,99,6.22,overcast clouds
