City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
251,Buchanan,LR,2022-11-18 18:23:47,5.8808,-10.0467,80.71,77,18,7.61
252,Kawambwa,ZM,2022-11-18 18:23:47,-9.7915,29.0791,65.55,87,51,2.04
253,Barrhead,GB,2022-11-18 18:23:47,55.7992,-4.3929,47.01,85,100,10.36
254,Tartagal,AR,2022-11-18 18:23:48,-22.5164,-63.8013,102.85,15,0,9.28
255,Tocopilla,CL,2022-11-18 18:23:48,-22.092,-70.1979,69.49,66,12,5.17
256,Surgut,RU,2022-11-18 18:23:33,61.25,73.4167,5.18,77,75,13.42
257,Evensk,RU,2022-11-18 18:23:49,61.95,159.2333,-4.22,77,94,10.96
258,Marsh Harbour,BS,2022-11-18 18:23:49,26.5412,-77.0636,74.97,71,100,16.11
259,Luderitz,NA,2022-11-18 18:23:49,-26.6481,15.1594,63.57,65,53,25.01
260,Henties Bay,NA,2022-11-18 18:23:50,-22.116,14.2845,61.88,79,84,6.78
261,Nome,US,2022-11-18 18:23:50,64.5011,-165.4064,33.87,93,100,6.91
262,Kuybyshevo,RU,2022-11-18 18:23:50,47.8123,38.9073,38.41,77,66,2.26
263,Yakima,US,2022-11-18 18:23:51,46.4665,-120.6678,35.98,56,0,5.75
264,Phek,IN,2022-11-18 18:23:51,25.6667,94.5,40.68,92,34,1.83
265,Nikolskoye,RU,2022-11-18 18:23:52,59.7035,30.7861,28.29,62,22,9.19
266,Mildura,AU,2022-11-18 18:23:52,-34.2,142.15,63.07,59,28,15.32
267,Avera,US,2022-11-18 18:23:52,33.194,-82.5271,55.54,34,0,1.52
268,Anadyr,RU,2022-11-18 18:23:53,64.75,177.4833,-8.9,83,20,8.95
269,Kormilovka,RU,2022-11-18 18:23:53,55.0026,74.1028,2.68,97,7,5.86
270,Townsville,AU,2022-11-18 18:23:53,-19.25,146.8,79.68,78,40,8.57
271,Saldanha,ZA,2022-11-18 18:23:54,-33.0117,17.9442,62.65,76,95,10.54
272,Nizwa,OM,2022-11-18 18:23:54,22.9333,57.5333,76.19,44,2,2.98
273,Deputatskiy,RU,2022-11-18 18:23:54,69.3,139.9,-10.1,91,98,4.0
274,Yeppoon,AU,2022-11-18 18:23:55,-23.1333,150.7333,69.58,79,15,8.88
275,Newport,GB,2022-11-18 18:22:41,51.5877,-2.9984,47.82,81,35,8.88
276,Port Hardy,CA,2022-11-18 18:24:55,50.6996,-127.4199,35.78,87,20,0.0
277,Nortelandia,BR,2022-11-18 18:24:56,-14.4547,-56.8028,102.56,11,18,4.97
278,Anqing,CN,2022-11-18 18:24:56,30.5092,117.0506,60.93,86,100,2.26
279,Clyde River,CA,2022-11-18 18:24:56,70.4692,-68.5914,-0.17,78,100,8.05
280,Hithadhoo,MV,2022-11-18 18:24:57,-0.6,73.0833,81.21,79,52,12.71
281,Itarema,BR,2022-11-18 18:24:57,-2.9248,-39.9167,85.37,58,43,15.95
282,Kashi,CN,2022-11-18 18:24:58,39.4547,75.9797,40.21,33,99,8.95
283,Saint-Pierre,RE,2022-11-18 18:24:58,-21.3393,55.4781,71.91,60,0,5.75
284,Codajas,BR,2022-11-18 18:24:58,-3.8367,-62.0569,88.66,59,100,4.5
285,Tateyama,JP,2022-11-18 18:24:59,34.9833,139.8667,61.7,64,8,6.96
286,Yorosso,ML,2022-11-18 18:24:59,12.3536,-4.7761,81.0,16,78,5.99
287,Xining,CN,2022-11-18 18:25:00,36.6167,101.7667,33.15,52,0,0.98
288,College,US,2022-11-18 18:25:00,64.8569,-147.8028,9.59,81,20,3.44
289,Juneau,US,2022-11-18 18:25:00,58.3019,-134.4197,30.22,100,20,0.0
290,Pisco,PE,2022-11-18 18:25:01,-13.7,-76.2167,71.65,60,0,6.91
291,Sokoni,TZ,2022-11-18 18:25:01,-6.4333,39.55,80.46,83,68,11.79
292,Porto Novo,BJ,2022-11-18 18:25:01,6.4965,2.6036,80.1,74,50,7.38
293,Marsala,IT,2022-11-18 18:25:02,37.7966,12.4352,67.95,88,40,12.66
